,PID,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,NumbrFlrs,HouseAge,Remodeled,LogPrice,AllBathrooms,TotalLivArea,TotalOutdoorSF,HasPool
486,902328040,128000,2-1/2 STORY ALL AGES,RM,35,6300,2,1,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,CBlock,3,3,1,1,1,742,GasA,5,Y,SBrkr,3,1,3,9,8,1,4,No Garage,1914,0,0,0,0,0,2,0,0,No Misc,0,Jun,2008,Warranty Deed,Normal,2,96,1,11.759785542901755,2.0,1484,425,0
487,908102060,84900,1-STORY 1945 & OLDER,RL,67,8777,2,0,4,Lvl,4,Inside,2,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,0,0,0,0,0,0,GasA,3,N,SBrkr,2,1,3,5,7,0,0,Detchd,1945,1,1,240,3,3,0,0,0,No Misc,0,Apr,2010,Contract,Normal,1,65,1,11.349229372299439,1.0,640,0,0
488,533250130,270000,1-STORY PUD 1946 & NEWER,RL,30,9549,2,0,3,Lvl,4,CulDSac,1,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0,4,4,PConc,4,4,3,2,6,0,GasA,5,Y,SBrkr,2,1,5,6,8,1,4,Attchd,1995,3,2,481,3,3,2,0,0,No Misc,0,Apr,2006,Warranty Deed,Normal,1,15,1,12.506177237980511,2.5,2988,246,0
489,535380010,155500,2-STORY 1945 & OLDER,RL,60,7200,2,1,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,5,CBlock,3,3,1,3,1,325,GasA,5,Y,SBrkr,3,1,3,7,8,1,4,Detchd,1974,1,2,528,3,3,2,0,0,No Misc,0,Apr,2006,Warranty Deed,Normal,2,95,1,11.954401010601426,2.0,1933,280,0
490,532353130,135000,1-STORY 1946 & NEWER ALL STYLES,RL,71,7064,2,0,4,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153,3,3,CBlock,3,3,1,4,1,420,GasA,3,Y,SBrkr,3,1,3,6,8,0,0,Detchd,1986,1,2,484,3,3,2,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,1,33,0,11.813030057420567,1.0,1540,192,0
491,531363050,143500,1-STORY 1946 & NEWER ALL STYLES,RL,63,7500,2,0,4,Lvl,4,Inside,1,Sawyer West,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,1,1158,GasA,5,Y,SBrkr,3,1,4,5,8,0,0,No Garage,2004,0,0,0,0,0,2,0,0,No Misc,0,Aug,2009,Warranty Deed,Normal,1,6,0,11.874090314181814,1.5,1158,50,0
492,908154080,284700,1-STORY 1946 & NEWER ALL STYLES,RL,123,47007,2,0,3,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0,3,3,Slab,0,0,0,0,0,0,GasA,3,Y,SBrkr,5,1,5,11,8,2,4,Attchd,1959,1,2,624,3,3,2,0,0,No Misc,0,Jul,2008,Warranty Deed,Normal,1,51,1,12.559191273266128,3.5,3820,372,0
493,534455030,141500,1-STORY 1946 & NEWER ALL STYLES,RL,80,9600,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203,2,2,CBlock,3,3,1,3,1,638,GasA,3,Y,SBrkr,3,1,4,6,8,0,0,Attchd,1960,2,2,450,3,3,2,0,3,No Misc,0,Feb,2008,Warranty Deed,Normal,1,50,0,11.86005499606543,2.0,2154,22,0
494,905352180,211000,2-STORY 1946 & NEWER,RL,97,10029,2,0,3,Lvl,4,Corner,1,Clear Creek,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268,4,3,PConc,4,3,1,6,1,320,GasA,3,Y,SBrkr,4,1,3,8,8,1,3,Attchd,1988,1,2,521,3,3,2,0,0,No Misc,0,Sep,2007,Warranty Deed,Normal,2,22,1,12.259613412458204,3.0,2891,420,0
495,916382100,410000,1-STORY 1946 & NEWER ALL STYLES,RL,113,13438,2,0,3,HLS,4,Corner,1,Timberland,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246,5,3,CBlock,5,3,4,6,1,432,GasA,5,Y,SBrkr,3,1,5,9,8,1,5,Attchd,2008,3,3,780,3,3,2,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,1,2,0,12.92391243868049,3.0,3794,244,0
496,906201130,316600,1-1/2 STORY FINISHED ALL AGES,RL,79,12327,2,0,3,Low,4,Inside,2,Sawyer West,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,4,3,4,6,1,55,GasA,5,Y,SBrkr,1,1,4,5,6,1,4,BuiltIn,1983,3,2,612,4,3,2,0,0,No Misc,0,Sep,2009,Warranty Deed,Normal,1,27,1,12.66539442642905,2.5,3573,389,0
497,534125210,146500,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,79,13110,2,0,3,Lvl,4,Corner,1,Northwest Ames,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144,3,3,CBlock,4,3,1,6,1,191,GasA,5,Y,SBrkr,2,1,3,6,8,0,0,Attchd,1972,3,2,501,3,3,2,0,3,No Misc,0,Jul,2006,Warranty Deed,Normal,2,38,0,11.894780707439258,3.0,2155,293,0
498,535126140,227000,2-STORY 1946 & NEWER,RL,90,14670,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410,4,4,CBlock,3,3,1,4,1,529,GasA,5,Y,SBrkr,4,1,4,9,8,1,4,Attchd,1966,2,2,480,3,3,2,0,3,No Misc,0,Aug,2008,Warranty Deed,Normal,2,44,1,12.332705296463539,2.5,2563,230,0
499,535126010,193500,2-STORY 1946 & NEWER,RL,100,13000,2,0,4,Lvl,4,Corner,1,North Ames,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,3,4,CBlock,4,3,1,3,1,448,GasA,3,Y,SBrkr,4,1,4,8,8,1,4,Attchd,1968,3,1,509,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,2,42,0,12.173032791451973,2.5,2590,324,0
500,533252040,318750,1-STORY 1946 & NEWER ALL STYLES,RL,80,14694,2,0,3,Lvl,4,Inside,1,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450,5,5,CBlock,4,4,4,6,5,306,GasA,5,Y,SBrkr,2,1,5,5,8,1,4,Attchd,1977,3,2,642,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,1,33,1,12.672162375454773,3.0,3082,846,0
501,527356060,179900,2-STORY 1946 & NEWER,RL,85,11475,2,0,4,Lvl,4,Inside,1,Northwest Ames,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,1,5,1,163,GasA,3,Y,SBrkr,3,1,3,6,8,1,3,Attchd,1975,2,2,434,3,3,2,0,3,No Misc,0,Feb,2006,Warranty Deed,Normal,2,35,0,12.100156419938624,3.5,2102,417,0
502,535151020,141000,1-STORY 1946 & NEWER ALL STYLES,RL,73,8760,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,6,7,1957,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,5,1,63,GasA,3,Y,SBrkr,2,1,4,4,8,0,0,Attchd,1957,2,1,315,3,3,2,0,0,No Misc,0,Sep,2007,Warranty Deed,Normal,1,53,1,11.856515169360305,2.0,1809,219,0
503,528294050,168000,SPLIT OR MULTI-LEVEL,RL,64,7848,2,0,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,3,3,1,1,1,384,GasA,5,Y,SBrkr,3,1,3,7,8,1,3,BuiltIn,1999,3,2,410,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,2,11,0,12.031719258385396,2.5,1430,0,0
504,923205015,166500,1-STORY 1946 & NEWER ALL STYLES,RL,72,11875,2,0,4,Lvl,4,Inside,1,Mitchell,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,1,1344,GasA,5,Y,SBrkr,3,1,3,7,8,1,4,Attchd,2001,1,2,686,3,3,2,0,0,No Misc,0,Jun,2010,Warranty Deed,Normal,1,11,0,12.022750588402635,2.0,1344,328,0
505,527183060,188500,1-STORY PUD 1946 & NEWER,RL,65,5950,2,0,3,HLS,4,Inside,2,Stone Brook,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0,4,3,PConc,4,3,4,6,1,1018,GasA,4,Y,SBrkr,2,1,4,5,8,1,3,Attchd,1989,2,2,462,3,3,2,0,0,No Misc,0,Apr,2008,Warranty Deed,Normal,1,21,0,12.146853285870202,3.0,1656,227,0
506,904351280,127500,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,62,10106,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,3,3,1,5,3,112,GasA,4,Y,SBrkr,4,2,3,6,8,0,0,No Garage,1940,0,0,0,0,0,2,0,0,No Misc,0,Sep,2008,Warranty Deed,Normal,2,70,1,11.755871643580617,3.0,1887,140,0
507,912251110,57625,1-STORY 1945 & OLDER,I (all),109,21780,1,0,4,Lvl,3,Inside,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,2,CBlock,0,0,0,0,0,0,GasA,3,N,FuseA,1,1,3,4,7,0,0,Detchd,1975,1,1,280,3,3,0,0,0,No Misc,0,Mar,2009,Contract,Normal,1,100,1,10.96171178029895,1.0,810,143,0
508,914465020,251000,2-STORY 1946 & NEWER,RL,75,10125,2,0,4,Lvl,4,Inside,1,Mitchell,Norm,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,4,3,1,5,4,412,GasA,5,Y,SBrkr,3,1,4,7,8,1,3,BuiltIn,2000,3,3,642,3,3,2,0,0,No Misc,0,May,2009,Warranty Deed,Normal,2,10,1,12.43320821811392,2.5,2747,301,0
509,916386060,174000,2-STORY 1946 & NEWER,RL,73,9802,2,0,4,Lvl,4,Inside,1,Timberland,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,1,384,GasA,4,Y,SBrkr,3,1,3,7,8,0,0,BuiltIn,2007,3,2,400,3,3,2,0,0,No Misc,0,Apr,2010,Warranty Deed,Normal,2,4,1,12.066810578196666,2.5,1444,100,0
510,528250020,192000,2-STORY 1946 & NEWER,RL,63,8965,2,0,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,1,130,GasA,5,Y,SBrkr,3,1,4,8,8,1,4,Attchd,2003,3,2,400,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,2,7,0,12.165250651009918,3.5,2141,75,0
511,532476080,300000,2-STORY 1946 & NEWER,RL,80,19522,2,0,3,Bnk,4,Inside,1,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272,4,3,PConc,4,3,1,6,1,496,GasA,4,Y,SBrkr,3,1,4,7,8,1,3,Attchd,1990,2,2,564,3,3,2,0,0,No Misc,0,Feb,2007,Warranty Deed,Normal,2,20,0,12.611537753638338,3.5,3230,281,0
512,527453070,137500,1-STORY PUD 1946 & NEWER,RL,24,2280,2,0,4,Lvl,4,FR2,1,Northpark Villa,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,3,3,1,5,4,443,GasA,3,Y,SBrkr,2,1,3,4,8,0,0,Attchd,1976,1,1,319,3,3,2,0,0,No Misc,0,Apr,2006,Warranty Deed,Normal,1,34,0,11.831379196088763,3.0,1667,29,0
513,902134120,103000,1-1/2 STORY FINISHED ALL AGES,RM,56,10134,2,1,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,2,3,1,1,1,801,GasA,4,N,SBrkr,3,1,3,6,8,0,0,No Garage,1910,0,0,0,0,0,0,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,1,100,1,11.542484267211773,1.0,1447,324,0
514,903452090,116500,2-STORY 1945 & OLDER,RM,60,7518,2,0,4,Lvl,4,FR3,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0,2,4,BrkTil,2,2,1,1,1,396,GasA,4,Y,SBrkr,3,1,3,7,8,0,0,Detchd,2001,1,1,390,3,3,0,0,3,No Misc,0,Jul,2006,Warranty Deed,Normal,2,100,1,11.665646551987892,1.0,1330,117,0
515,533212110,147400,2-STORY PUD 1946 & NEWER,FV,24,2544,2,2,4,Lvl,4,Inside,1,Somerset,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,1,1,1,600,GasA,5,Y,SBrkr,2,1,4,4,8,0,0,Detchd,2005,2,2,480,3,3,2,0,0,No Misc,0,Jul,2006,Warranty Deed,Normal,2,5,0,11.900905258737373,2.5,1223,166,0
516,902301060,87500,2-STORY 1945 & OLDER,RM,60,9600,2,0,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,4,4,BrkTil,2,3,1,1,1,677,GasA,3,Y,SBrkr,3,1,4,7,8,0,0,Detchd,1974,1,2,720,3,3,0,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,2,100,1,11.379394072345706,2.0,1510,160,0
517,534276040,127500,1-STORY 1946 & NEWER ALL STYLES,RL,70,9100,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,1,252,GasA,5,Y,SBrkr,2,1,3,5,8,0,0,Detchd,2008,1,1,300,5,5,2,0,0,Shed,450,Oct,2009,Warranty Deed,Normal,1,51,0,11.755871643580617,1.0,1476,0,0
518,909280070,218000,1-1/2 STORY FINISHED ALL AGES,RL,81,8170,2,0,3,Lvl,4,Inside,1,Crawford,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270,4,4,BrkTil,3,3,1,5,1,496,GasA,5,Y,FuseA,4,1,3,7,8,1,4,Detchd,1963,1,2,451,3,3,2,0,0,No Misc,0,Feb,2006,Warranty Deed,Normal,1,81,1,12.292250341771226,2.0,2197,0,0
519,527451640,118000,2-STORY PUD 1946 & NEWER,RM,21,1680,2,0,4,Lvl,4,Inside,1,Briardale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510,3,3,CBlock,3,3,1,5,1,321,GasA,4,Y,SBrkr,2,1,4,5,8,0,0,Detchd,1972,1,1,264,3,3,2,0,0,No Misc,0,May,2009,Warranty Deed,Normal,2,38,1,11.678439903447801,1.5,1149,250,0
520,916460070,202000,1-STORY 1946 & NEWER ALL STYLES,RL,80,8098,2,0,3,Lvl,4,Inside,1,Timberland,Norm,Norm,1Fam,1Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,Wood,4,3,3,6,4,129,GasA,5,Y,SBrkr,2,1,4,5,8,0,0,Attchd,2000,1,2,470,3,3,2,0,0,No Misc,0,Oct,2006,Warranty Deed,Normal,1,10,0,12.216022976383341,3.0,2655,173,0
521,528120150,317000,2-STORY 1946 & NEWER,RL,76,9591,2,0,4,Lvl,4,Inside,1,Northridge Heights,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,4,3,PConc,5,3,3,1,1,1143,GasA,5,Y,SBrkr,4,1,4,9,8,1,4,BuiltIn,2004,2,3,852,3,3,2,0,0,No Misc,0,Oct,2007,Warranty Deed,Normal,2,6,1,12.666657052859417,2.5,2473,343,0
522,902125160,80000,1-STORY 1945 & OLDER,RM,47,4608,2,0,4,Lvl,4,Corner,1,Old Town,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,1,1,1,747,GasA,3,Y,SBrkr,2,1,3,4,8,0,0,Attchd,1945,1,1,220,3,3,2,0,0,No Misc,0,Jun,2010,Warranty Deed,Normal,1,65,1,11.289781913656018,1.0,747,0,0
523,535154130,149500,1-STORY 1946 & NEWER ALL STYLES,RL,66,9240,2,0,3,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0,4,3,CBlock,3,3,1,5,1,280,GasA,3,Y,SBrkr,3,1,4,6,8,0,0,Attchd,1959,1,1,297,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,1,51,1,11.915051671812877,3.0,1696,156,0
524,527165230,185000,1-STORY 1946 & NEWER ALL STYLES,RL,63,7980,2,0,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,PConc,4,3,1,5,1,233,GasA,5,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1992,3,2,420,3,3,2,0,4,Shed,500,Mar,2010,Warranty Deed,Normal,1,18,1,12.128111104060462,3.0,2122,504,0
525,907412090,179900,1-STORY 1946 & NEWER ALL STYLES,RL,85,11049,2,0,4,Lvl,4,Corner,1,College Creek,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,5,3,3,1,1,1234,GasA,5,Y,SBrkr,3,1,4,7,8,0,0,Attchd,2007,2,2,484,3,3,2,0,0,No Misc,0,Jan,2008,Warranty Deed,Normal,1,3,0,12.100156419938624,2.0,1234,30,0
526,528228465,159895,1-STORY 1946 & NEWER ALL STYLES,RL,43,3182,2,0,4,Lvl,4,Inside,1,Bloomington Heights,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,4,3,PConc,4,3,3,1,1,1266,GasA,5,Y,SBrkr,2,1,4,6,8,1,4,Attchd,2007,3,2,388,3,3,2,0,0,No Misc,0,Mar,2008,Warranty Deed,Normal,1,3,0,11.982272628789678,2.0,1266,116,0
527,907126050,143000,1-STORY 1946 & NEWER ALL STYLES,RL,65,9757,2,0,4,Low,4,Inside,2,College Creek,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,PConc,3,3,1,5,1,235,GasA,5,Y,SBrkr,3,1,3,5,8,0,0,Attchd,1995,2,1,440,3,3,2,0,0,No Misc,0,Oct,2009,Warranty Deed,Normal,1,16,0,11.870599909242044,2.0,1745,158,0
528,906204230,218000,2-STORY 1946 & NEWER,RL,87,12361,2,0,3,Lvl,4,CulDSac,1,Sawyer West,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85,4,4,PConc,4,3,1,6,1,86,GasA,5,Y,SBrkr,3,1,4,8,8,1,4,2Types,2000,2,4,1017,3,3,2,0,0,No Misc,0,May,2010,Warranty Deed,Normal,2,17,0,12.292250341771226,3.0,2662,542,0
529,903233220,110000,1-1/2 STORY FINISHED ALL AGES,RM,51,6120,2,0,4,Lvl,4,Inside,1,Brookside,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,BrkTil,3,3,1,1,1,741,GasA,4,Y,SBrkr,3,1,4,7,8,0,0,Detchd,1930,1,1,180,2,3,2,0,0,No Misc,0,Feb,2006,Warranty Deed,Normal,1,80,1,11.608235644774552,1.0,1324,55,0
530,528280150,170000,SPLIT OR MULTI-LEVEL,RL,76,9967,2,0,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,1,384,GasA,5,Y,SBrkr,3,1,3,8,8,1,3,BuiltIn,2000,2,2,400,3,3,2,0,0,No Misc,0,Dec,2007,Warranty Deed,Normal,2,10,0,12.043553716032399,2.5,1430,100,0
531,527403040,156000,1-STORY 1946 & NEWER ALL STYLES,RL,61,7930,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,1,6,2,115,GasA,4,Y,SBrkr,3,1,4,5,8,0,0,Detchd,1969,2,2,440,3,3,2,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,1,41,1,11.957611286231675,2.0,1937,219,0
532,533253090,190000,1-STORY PUD 1946 & NEWER,RL,40,3874,2,0,3,Lvl,4,Inside,1,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,4,3,4,6,1,419,GasA,3,Y,SBrkr,1,1,4,4,8,1,2,Attchd,1980,3,2,484,3,3,2,0,0,No Misc,0,Jul,2006,Warranty Deed,Normal,1,30,0,12.154779351142624,2.0,2033,211,0
533,528180080,282500,1-STORY PUD 1946 & NEWER,RL,48,5911,2,0,4,Lvl,4,Inside,1,Northridge Heights,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278,5,3,PConc,5,3,1,6,1,1088,GasA,5,Y,SBrkr,2,1,5,6,8,1,4,Attchd,2005,2,2,556,3,3,2,0,0,No Misc,0,Mar,2006,Warranty Deed,Normal,1,5,0,12.551433829568632,3.0,2037,252,0
534,528118020,309000,2-STORY 1946 & NEWER,RL,108,13418,2,0,4,Lvl,4,Inside,1,Northridge Heights,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132,4,3,PConc,5,3,3,1,1,1117,GasA,5,Y,SBrkr,4,1,4,9,8,1,4,BuiltIn,2004,3,3,691,3,3,2,0,0,No Misc,0,Sep,2006,Warranty Deed,Normal,2,6,1,12.641096555879882,3.5,2452,145,0
535,534477030,137900,1-STORY 1946 & NEWER ALL STYLES,RL,89,10680,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44,3,3,CBlock,3,2,1,2,1,1380,GasA,3,N,FuseA,4,1,3,7,5,0,0,Detchd,1951,1,2,528,3,3,2,0,3,No Misc,0,Oct,2006,Warranty Deed,Normal,1,59,0,11.834284063781393,2.0,2892,30,0
536,532353020,110000,1-STORY 1946 & NEWER ALL STYLES,RL,63,9750,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,1,2,4,28,GasA,4,Y,SBrkr,3,1,3,5,8,0,0,Detchd,1969,1,2,400,3,3,2,0,3,No Misc,0,Nov,2009,Warranty Deed,Normal,1,48,0,11.608235644774552,2.0,1932,28,0
537,527162120,191000,2-STORY 1946 & NEWER,RL,60,7500,2,0,4,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,1,476,GasA,4,Y,SBrkr,3,1,3,7,8,1,3,Attchd,1998,3,2,440,3,3,2,0,0,No Misc,0,Oct,2009,Warranty Deed,Normal,2,12,1,12.160028707028767,3.5,2112,84,0
538,903425110,140000,2-STORY 1945 & OLDER,RM,50,10300,2,0,3,Bnk,4,Inside,1,Old Town,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0,3,3,BrkTil,3,3,1,1,1,576,GasA,4,Y,SBrkr,3,1,3,9,8,0,0,Detchd,1990,1,2,480,3,3,2,0,4,No Misc,0,Apr,2010,Warranty Deed,Normal,2,89,1,11.84939770159144,2.0,1710,87,0
539,907285010,227000,2-STORY 1946 & NEWER,RL,90,11250,2,0,3,Lvl,4,Corner,1,College Creek,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227,3,3,PConc,4,3,2,5,1,258,GasA,5,Y,SBrkr,3,1,4,8,8,1,3,Attchd,1998,2,3,555,3,3,2,0,0,No Misc,0,May,2006,Warranty Deed,Normal,2,12,0,12.332705296463539,3.0,2735,212,0
540,907192150,180000,2-STORY 1946 & NEWER,RL,72,11317,2,0,4,Lvl,4,Inside,1,College Creek,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,4,3,PConc,4,3,1,1,1,840,GasA,5,Y,SBrkr,3,1,4,8,8,0,0,Attchd,2003,2,2,500,3,3,2,0,0,No Misc,0,Sep,2007,Warranty Deed,Normal,2,7,0,12.100712129872347,2.5,1668,212,0
541,532353050,144000,1-STORY 1946 & NEWER ALL STYLES,RL,72,12968,2,0,2,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,1,5,1,175,GasA,3,Y,SBrkr,2,1,3,4,8,0,0,Detchd,1962,1,1,352,3,3,2,0,0,No Misc,0,Sep,2008,Warranty Deed,Normal,1,48,0,11.877568578558138,2.0,1649,316,0
